week,TREAT,REP,STATION,CARD,ABIPN,BURSI,C7,CMAC,CSTIG,CTRIF,CYCSP,H13,HAXY,HCONV,HGLAC,HPARN,HVAR,PQUA,CANTHARID,LAMPY,LCW,MECOP,X20SPOT,OTHER
24,3,4,3,New,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,3,4,3,New,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3,4,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3,4,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3,4,4,New,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3,4,4,New,0,0,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
28,3,4,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3,4,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3,4,5,New,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
26,3,4,5,New,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,3,4,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3,5,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3,5,1,New,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3,5,1,New,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3,5,1,New,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0
22,3,5,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3,5,2,New,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,3,5,2,New,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
28,3,5,2,New,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,3,5,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3,5,3,New,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3,5,3,New,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
28,3,5,3,New,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,3,5,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3,5,4,New,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3,5,4,New,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,3,5,4,New,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
22,3,5,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3,5,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3,5,5,New,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3,5,5,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,3,6,1,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24,3,6,1,New,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
26,3,6,1,New,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3,6,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,3,6,2,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24,3,6,2,New,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3,6,2,New,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3,6,2,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0
22,3,6,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3,6,3,New,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
26,3,6,3,New,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3,6,3,New,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22,3,6,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,3,6,4,New,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3,6,4,New,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3,6,4,New,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,3,6,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3,6,5,New,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,3,6,5,New,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,3,6,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,4,1,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,1,1,New,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26,4,1,1,New,0,0,7,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
28,4,1,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,4,1,2,New,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24,4,1,2,New,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,4,1,2,New,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28,4,1,2,New,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
22,4,1,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,4,1,3,New,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,4,1,3,New,0,0,10,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
28,4,1,3,New,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,4,1,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,1,4,New,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,4,1,4,New,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,4,1,4,New,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
22,4,1,5,New,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24,4,1,5,New,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
26,4,1,5,New,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28,4,1,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22,4,2,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,2,1,New,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,4,2,1,New,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,4,2,1,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,4,2,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,2,2,New,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
26,4,2,2,New,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28,4,2,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,4,2,3,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24,4,2,3,New,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,4,2,3,New,0,0,5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
28,4,2,3,New,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
22,4,2,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,2,4,New,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,4,2,4,New,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28,4,2,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,4,2,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,2,5,New,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,4,2,5,New,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,4,2,5,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22,4,3,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24,4,3,1,New,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,4,3,1,New,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
28,4,3,1,New,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
22,4,3,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,3,2,New,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,4,3,2,New,0,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
28,4,3,2,New,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,4,3,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,4,3,3,New,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,4,3,3,New,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28,4,3,3,New,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,4,3,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,3,4,New,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,4,3,4,New,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,4,3,4,New,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
22,4,3,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,3,5,New,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
26,4,3,5,New,0,0,2,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0
28,4,3,5,New,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
22,4,4,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,4,1,New,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,4,4,1,New,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,4,4,1,New,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,4,4,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,4,4,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,4,4,2,New,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28,4,4,2,New,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
22,4,4,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,4,3,New,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,4,4,3,New,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,4,4,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,4,4,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,4,4,New,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,4,4,4,New,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
28,4,4,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
22,4,4,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,4,4,5,New,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,4,4,5,New,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
28,4,4,5,New,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,4,5,1,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24,4,5,1,New,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,4,5,1,New,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,4,5,1,New,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
22,4,5,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,5,2,New,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,4,5,2,New,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
28,4,5,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,4,5,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,5,3,New,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,4,5,3,New,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28,4,5,3,New,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,4,5,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,5,4,New,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
26,4,5,4,New,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,4,5,4,New,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
22,4,5,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,5,5,New,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,4,5,5,New,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,4,5,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
22,4,6,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,6,1,New,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,4,6,1,New,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,4,6,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,4,6,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,6,2,New,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,4,6,2,New,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28,4,6,2,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0
22,4,6,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,6,3,New,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,4,6,3,New,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
28,4,6,3,New,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0
22,4,6,4,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24,4,6,4,New,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
26,4,6,4,New,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,4,6,4,New,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,4,6,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,6,5,New,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,4,6,5,New,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,4,6,5,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22,5,1,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
24,5,1,1,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
26,5,1,1,New,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
28,5,1,1,New,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,17,0,0,0,0
30,5,1,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,5,1,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
34,5,1,1,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
22,5,1,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,5,1,2,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,5,1,2,New,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
28,5,1,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0
30,5,1,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0
33,5,1,2,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,5,1,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,5,1,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,5,1,3,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
26,5,1,3,New,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,5,1,3,New,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
30,5,1,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
33,5,1,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,5,1,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,5,1,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
24,5,1,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,5,1,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,5,1,4,New,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0
30,5,1,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
33,5,1,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,5,1,4,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0
22,5,1,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,1,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26,5,1,5,New,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,5,1,5,New,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,61,0,0,0,0
30,5,1,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33,5,1,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
34,5,1,5,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22,5,2,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,2,1,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
26,5,2,1,New,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
28,5,2,1,New,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,5,2,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
33,5,2,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
34,5,2,1,New,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
22,5,2,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,2,2,New,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
26,5,2,2,New,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,5,2,2,New,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
30,5,2,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
33,5,2,2,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
34,5,2,2,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22,5,2,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,5,2,3,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,5,2,3,New,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,5,2,3,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30,5,2,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
33,5,2,3,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,5,2,3,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22,5,2,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,5,2,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26,5,2,4,New,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
28,5,2,4,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30,5,2,4,New,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0
33,5,2,4,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0
34,5,2,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,5,2,5,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0
24,5,2,5,New,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0
26,5,2,5,New,0,0,3,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28,5,2,5,New,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,26,0,0,0,0
30,5,2,5,New,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,1,0,0
33,5,2,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,5,2,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,5,3,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,5,3,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,5,3,1,New,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,5,3,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,5,3,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
33,5,3,1,New,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,5,0,0,0
34,5,3,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,5,3,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,3,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,5,3,2,New,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
28,5,3,2,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0
30,5,3,2,New,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
33,5,3,2,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,5,3,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,5,3,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
24,5,3,3,New,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,5,3,3,New,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,5,3,3,New,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
30,5,3,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,5,3,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
34,5,3,3,New,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0
22,5,3,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,3,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,5,3,4,New,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
28,5,3,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,5,3,4,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
33,5,3,4,New,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
34,5,3,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22,5,3,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
24,5,3,5,New,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,5,3,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,5,3,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
30,5,3,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
33,5,3,5,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
34,5,3,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
22,5,4,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
