week,TREAT,REP,STATION,CARD,ABIPN,BURSI,C7,CMAC,CSTIG,CTRIF,CYCSP,H13,HAXY,HCONV,HGLAC,HPARN,HVAR,PQUA,CANTHARID,LAMPY,LCW,MECOP,X20SPOT,OTHER
24,5,4,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,5,4,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,5,4,1,New,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0
30,5,4,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
33,5,4,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
34,5,4,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,5,4,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,4,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,5,4,2,New,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
28,5,4,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,5,4,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
33,5,4,2,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,5,4,2,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,5,4,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,5,4,3,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
26,5,4,3,New,0,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
28,5,4,3,New,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0
30,5,4,3,New,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11,0,0,0,0
33,5,4,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,5,4,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,5,4,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,4,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,5,4,4,New,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
28,5,4,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
30,5,4,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,5,4,4,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
34,5,4,4,New,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
22,5,4,5,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24,5,4,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,5,4,5,New,0,1,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0
28,5,4,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
30,5,4,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0
33,5,4,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,5,4,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,5,5,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,5,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,5,5,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,5,5,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,5,5,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,5,5,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,5,5,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
22,5,5,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,5,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,5,5,2,New,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,5,5,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,5,5,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
33,5,5,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,5,5,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,5,5,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,5,3,New,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
26,5,5,3,New,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,5,5,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
30,5,5,3,New,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33,5,5,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,5,5,3,New,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0
22,5,5,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,5,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,5,5,4,New,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
28,5,5,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,5,5,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
33,5,5,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,5,5,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22,5,5,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,5,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,5,5,5,New,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
28,5,5,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,5,5,5,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33,5,5,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,5,5,5,New,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
22,5,6,1,New,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,6,1,New,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
26,5,6,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0
28,5,6,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
30,5,6,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
33,5,6,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,5,6,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
22,5,6,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,6,2,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,5,6,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
28,5,6,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
30,5,6,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
33,5,6,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,5,6,2,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,0,0
22,5,6,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,6,3,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,5,6,3,New,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,5,6,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
30,5,6,3,New,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0
33,5,6,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,5,6,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,5,6,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24,5,6,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,5,6,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,5,6,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
30,5,6,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
33,5,6,4,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
34,5,6,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
22,5,6,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,6,5,New,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
26,5,6,5,New,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
28,5,6,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,5,6,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
33,5,6,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,5,6,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0
22,6,1,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,1,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
26,6,1,1,New,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,6,1,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,6,1,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
33,6,1,1,New,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,1,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
22,6,1,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,1,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,6,1,2,New,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,6,1,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
30,6,1,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
33,6,1,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,1,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,6,1,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,1,3,New,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26,6,1,3,New,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,6,1,3,New,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30,6,1,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
33,6,1,3,New,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,1,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,6,1,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,6,1,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,6,1,4,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,6,1,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,6,1,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
33,6,1,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,1,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,6,1,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,1,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,6,1,5,New,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,6,1,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
30,6,1,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,6,1,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,1,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,6,2,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,2,1,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,6,2,1,New,0,0,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
28,6,2,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,6,2,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0
33,6,2,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,2,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,6,2,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,2,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,6,2,2,New,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,6,2,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,6,2,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
33,6,2,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,2,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,6,2,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,2,3,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,6,2,3,New,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
28,6,2,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0
30,6,2,3,New,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0
33,6,2,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,2,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,6,2,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,6,2,4,New,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
26,6,2,4,New,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,6,2,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,6,2,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0
33,6,2,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,2,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,6,2,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,2,5,New,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26,6,2,5,New,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
28,6,2,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
30,6,2,5,New,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
33,6,2,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,2,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,6,3,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,3,1,New,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26,6,3,1,New,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,6,3,1,New,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30,6,3,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33,6,3,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,3,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,6,3,2,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24,6,3,2,New,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,6,3,2,New,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,6,3,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,6,3,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
33,6,3,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,3,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,6,3,3,New,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,3,3,New,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
26,6,3,3,New,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28,6,3,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,6,3,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0
33,6,3,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,3,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,6,3,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,3,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,6,3,4,New,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,6,3,4,New,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30,6,3,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
33,6,3,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,3,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,6,3,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,3,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,6,3,5,New,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
28,6,3,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0
30,6,3,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
33,6,3,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,3,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,6,4,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,4,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26,6,4,1,New,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,6,4,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,6,4,1,New,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
33,6,4,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,4,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,6,4,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,4,2,New,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,6,4,2,New,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,6,4,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
30,6,4,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
33,6,4,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,4,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
22,6,4,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,4,3,New,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,6,4,3,New,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,6,4,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,6,4,3,New,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
33,6,4,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,4,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,6,4,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,4,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,6,4,4,New,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,6,4,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,6,4,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
33,6,4,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,6,4,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,6,4,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,4,5,New,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,6,4,5,New,0,0,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
28,6,4,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,6,4,5,New,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
33,6,4,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,4,5,New,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
22,6,5,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,5,1,New,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26,6,5,1,New,0,0,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
28,6,5,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
30,6,5,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
33,6,5,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,5,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,6,5,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,5,2,New,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,6,5,2,New,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,6,5,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,6,5,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0
33,6,5,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,5,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,6,5,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,5,3,New,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26,6,5,3,New,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28,6,5,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
30,6,5,3,New,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33,6,5,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,5,3,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,6,5,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,5,4,New,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,6,5,4,New,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,6,5,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,6,5,4,New,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
33,6,5,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,5,4,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
22,6,5,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,5,5,New,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
26,6,5,5,New,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,6,5,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,6,5,5,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
