"week","TREAT","STATION","CARD","ABIPN","BURSI","C7","CMAC","CSTIG","CTRIF","CYCSP","H13","HAXY","HCONV","HGLAC","HPARN","HVAR","PQUA","CANTHARID","LAMPY","LCW","MECOP","X20SPOT","TRAPS"
"35","7","4","Old20",0,0,2,1,0,0,4,0,1,0,0,1,0,3,11,1,0,2,0,6
"35","7","5","Old20",0,0,2,1,0,0,2,0,1,0,0,1,0,7,18,1,0,5,0,6
"35","CF","1","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3
"35","CF","2","Old20",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,12,3
"35","CF","3","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3
"35","CF","4","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3
"35","CF","5","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,3
"35","DF","1","Old20",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,1,3
"35","DF","2","Old20",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3
"35","DF","3","Old20",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3
"35","DF","4","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3
"35","DF","5","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3
"35","SF","1","Old20",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,3
"35","SF","2","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,3
"35","SF","3","Old20",0,0,1,0,0,0,4,0,0,0,0,0,0,6,0,0,0,4,0,3
"35","SF","4","Old20",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,3,3
"35","SF","5","Old20",0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,2,0,3
"36","1","1","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"36","1","2","Old20",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"36","1","3","Old20",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"36","1","4","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"36","1","5","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"36","2","1","Old20",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
"36","2","2","Old20",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"36","2","3","Old20",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"36","2","4","Old20",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"36","2","5","Old20",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"36","3","1","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"36","3","2","Old20",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"36","3","3","Old20",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"36","3","4","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"36","3","5","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"36","4","1","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
"36","4","2","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"36","4","3","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"36","4","4","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
"36","4","5","Old20",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"36","5","1","Old20",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
"36","5","2","Old20",0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,6
"36","5","3","Old20",0,0,1,0,0,0,0,0,5,0,0,1,0,0,3,0,2,0,0,6
"36","5","4","Old20",0,0,1,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,6
"36","5","5","Old20",0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,6
"36","7","1","Old20",0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,0,0,1,0,6
"36","7","2","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,6
"36","7","3","Old20",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
"36","7","4","Old20",0,0,0,0,0,0,0,0,2,0,0,0,0,1,4,0,1,0,0,6
"36","7","5","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,6
"36","CF","1","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
"36","CF","2","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
"36","CF","3","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
"36","CF","4","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3
"36","CF","5","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3
"36","DF","1","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
"36","DF","2","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
"36","DF","3","Old20",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3
"36","DF","4","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3
"36","DF","5","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3
"36","SF","1","Old20",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,3
"36","SF","2","Old20",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3
"36","SF","3","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,3
"36","SF","4","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
"36","SF","5","Old20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
