"DATE","SPID","ADULTS","TRAPID"
"6/19/2020","HPARN",0,211
"9/4/2020","HCONV",0,211
"8/28/2020","HCONV",0,211
"6/25/2020","HCONV",0,211
"8/19/2020","H13",0,211
"7/24/2020","CANTHARID",0,211
"8/19/2020","LCW",0,211
"8/13/2020","X20SPOT",0,211
"8/7/2020","PQUA",0,211
"6/25/2020","LCW",0,211
"7/30/2020","H13",0,211
"7/17/2020","LAMPY",0,211
"6/25/2020","CANTHARID",0,211
"8/19/2020","CMAC",0,211
"6/25/2020","CTRIF",0,211
"7/30/2020","LCW",0,211
"7/2/2020","LCW",0,211
"8/13/2020","CANTHARID",0,211
"7/30/2020","CANTHARID",0,211
"8/19/2020","HGLAC",0,211
"8/19/2020","OTHER",0,211
"8/13/2020","CMAC",0,211
"7/30/2020","HVAR",0,211
"7/17/2020","X20SPOT",3,211
"9/4/2020","HAXY",0,211
"9/4/2020","MECOP",1,211
"7/10/2020","CANTHARID",0,211
"7/30/2020","OTHER",0,211
"9/4/2020","LAMPY",0,211
"8/13/2020","OTHER",0,211
"8/7/2020","HVAR",0,211
"9/4/2020","PQUA",0,211
"7/17/2020","CTRIF",0,211
"7/10/2020","OTHER",0,211
"7/24/2020","ABIPN",0,211
"8/7/2020","BURSI",0,211
"6/25/2020","PQUA",0,211
"7/17/2020","HVAR",0,211
"8/13/2020","PQUA",0,211
"6/13/2020","ABIPN",0,211
"8/7/2020","HAXY",0,211
"8/19/2020","HCONV",0,211
"9/4/2020","X20SPOT",0,211
"7/17/2020","HAXY",0,211
"8/7/2020","CYCSP",0,211
"9/4/2020","H13",0,211
"7/24/2020","CTRIF",0,211
"8/28/2020","X20SPOT",0,211
"7/2/2020","HCONV",0,211
"7/30/2020","HPARN",0,211
"7/2/2020","ABIPN",0,211
"8/19/2020","CTRIF",0,211
"6/19/2020","H13",0,211
"6/13/2020","CMAC",0,211
"6/19/2020","LCW",0,211
"7/10/2020","X20SPOT",1,211
"8/7/2020","ABIPN",0,211
"7/2/2020","H13",0,211
"7/17/2020","HPARN",0,211
"7/17/2020","ABIPN",0,211
"6/19/2020","CMAC",0,211
"7/30/2020","CTRIF",0,211
"6/13/2020","HAXY",0,211
"7/10/2020","CTRIF",0,211
"7/2/2020","CMAC",0,211
"6/25/2020","HGLAC",0,211
"8/19/2020","MECOP",4,211
"7/24/2020","CSTIG",0,211
"7/2/2020","HGLAC",0,211
"7/10/2020","CMAC",0,211
"7/30/2020","HGLAC",0,211
"6/13/2020","CSTIG",0,211
"7/2/2020","HAXY",0,211
"7/24/2020","HPARN",0,211
"8/28/2020","LAMPY",0,211
"8/19/2020","C7",0,211
"7/17/2020","CMAC",0,211
"6/19/2020","LAMPY",0,211
"6/13/2020","HPARN",0,211
"8/28/2020","C7",0,211
"7/24/2020","LCW",0,211
"7/10/2020","CYCSP",0,211
"9/4/2020","ABIPN",0,211
"6/19/2020","ABIPN",0,211
"7/17/2020","OTHER",0,211
"7/2/2020","C7",0,211
"8/13/2020","HPARN",0,211
"7/2/2020","HPARN",0,211
"9/4/2020","HGLAC",0,211
"6/25/2020","H13",0,211
"7/10/2020","C7",0,211
"6/19/2020","HCONV",0,211
"8/7/2020","HPARN",0,211
"6/13/2020","CANTHARID",0,211
"8/28/2020","CMAC",0,211
"9/4/2020","CMAC",0,211
"8/19/2020","HVAR",0,211
"9/4/2020","HVAR",0,211
"6/25/2020","HVAR",0,211
"8/13/2020","CTRIF",0,211
"6/19/2020","HVAR",0,211
"6/13/2020","PQUA",0,211
"6/13/2020","OTHER",0,211
"7/17/2020","HCONV",0,211
"7/30/2020","CMAC",0,211
"6/13/2020","MECOP",0,211
"7/10/2020","LCW",0,211
"8/13/2020","HGLAC",0,211
"8/19/2020","CYCSP",0,211
"7/2/2020","BURSI",0,211
"7/24/2020","PQUA",0,211
"6/19/2020","MECOP",0,211
"6/25/2020","LAMPY",0,211
"7/30/2020","HAXY",0,211
"6/25/2020","HPARN",0,211
"8/19/2020","CSTIG",0,211
"8/19/2020","HPARN",0,211
"7/2/2020","CYCSP",0,211
"9/4/2020","C7",0,211
"8/28/2020","HPARN",0,211
"6/19/2020","PQUA",0,211
"6/13/2020","HCONV",0,211
"6/19/2020","CSTIG",0,211
"7/2/2020","PQUA",0,211
"6/19/2020","C7",0,211
"7/17/2020","MECOP",0,211
"7/17/2020","CYCSP",1,211
"8/28/2020","HGLAC",0,211
"9/4/2020","OTHER",0,211
"6/19/2020","X20SPOT",0,211
"8/13/2020","HCONV",0,211
"7/24/2020","CMAC",0,211
"8/28/2020","CTRIF",0,211
"8/13/2020","ABIPN",0,211
"7/10/2020","ABIPN",0,211
"7/17/2020","CSTIG",0,211
"7/10/2020","HPARN",0,211
"8/28/2020","CANTHARID",0,211
"8/28/2020","HVAR",0,211
"7/24/2020","MECOP",0,211
"8/19/2020","LAMPY",0,211
"8/7/2020","CMAC",0,211
"7/10/2020","H13",0,211
"7/24/2020","CYCSP",0,211
"6/19/2020","BURSI",0,211
"8/7/2020","H13",0,211
"8/13/2020","LAMPY",0,211
"8/7/2020","LCW",0,211
"6/13/2020","LAMPY",0,211
"8/28/2020","MECOP",0,211
"8/7/2020","CANTHARID",0,211
"8/13/2020","BURSI",0,211
"6/19/2020","HAXY",0,211
"8/13/2020","C7",0,211
"6/13/2020","HGLAC",0,211
"8/13/2020","MECOP",0,211
"7/10/2020","HGLAC",0,211
"8/7/2020","CSTIG",0,211
"7/24/2020","X20SPOT",1,211
"6/25/2020","C7",0,211
"7/17/2020","HGLAC",0,211
"7/24/2020","H13",0,211
"8/13/2020","H13",0,211
"6/13/2020","H13",0,211
"7/10/2020","LAMPY",2,211
"7/30/2020","CSTIG",0,211
"7/10/2020","HCONV",0,211
"7/24/2020","LAMPY",0,211
"7/2/2020","CANTHARID",0,211
"8/28/2020","BURSI",0,211
"8/7/2020","X20SPOT",0,211
"8/7/2020","MECOP",2,211
"8/13/2020","LCW",0,211
"6/13/2020","HVAR",0,211
"8/19/2020","CANTHARID",0,211
"8/28/2020","ABIPN",0,211
"7/24/2020","HAXY",0,211
"7/17/2020","LCW",0,211
"7/24/2020","OTHER",0,211
"6/25/2020","CMAC",0,211
"6/13/2020","BURSI",0,211
"9/4/2020","CYCSP",0,211
"8/19/2020","BURSI",0,211
"8/28/2020","OTHER",0,211
"7/2/2020","LAMPY",0,211
"7/10/2020","HAXY",0,211
"6/19/2020","HGLAC",0,211
"6/13/2020","X20SPOT",3,211
"8/19/2020","X20SPOT",0,211
"6/19/2020","CANTHARID",0,211
"8/7/2020","HCONV",0,211
"7/17/2020","PQUA",0,211
"6/19/2020","CTRIF",0,211
"7/24/2020","HGLAC",0,211
"6/25/2020","CSTIG",0,211
"7/24/2020","BURSI",0,211
"8/7/2020","OTHER",0,211
"7/30/2020","C7",0,211
"6/19/2020","OTHER",0,211
"8/28/2020","PQUA",0,211
"6/25/2020","MECOP",1,211
"6/25/2020","X20SPOT",0,212
"8/7/2020","C7",0,212
"8/19/2020","C7",0,212
"7/24/2020","CSTIG",0,212
"9/4/2020","C7",0,212
"8/13/2020","H13",0,212
"9/4/2020","BURSI",0,212
"6/25/2020","CMAC",0,212
"7/17/2020","OTHER",0,212
"6/13/2020","MECOP",1,212
"7/10/2020","CYCSP",0,212
"6/25/2020","CSTIG",0,212
"6/19/2020","CYCSP",0,212
"8/13/2020","ABIPN",0,212
"7/24/2020","CYCSP",0,212
"6/13/2020","PQUA",0,212
"7/2/2020","X20SPOT",0,212
"6/19/2020","H13",0,212
"7/2/2020","LCW",0,212
"8/13/2020","CANTHARID",0,212
"9/4/2020","ABIPN",0,212
"8/7/2020","HAXY",0,212
"7/24/2020","HAXY",0,212
"7/24/2020","HCONV",0,212
"8/28/2020","H13",0,212
"6/25/2020","H13",0,212
"8/7/2020","HVAR",0,212
"8/19/2020","HGLAC",0,212
"7/24/2020","LAMPY",0,212
"8/28/2020","CTRIF",0,212
"6/19/2020","CSTIG",0,212
"8/7/2020","BURSI",0,212
"6/25/2020","CTRIF",0,212
"7/24/2020","HGLAC",0,212
"8/13/2020","HAXY",0,212
"8/28/2020","CYCSP",0,212
"7/24/2020","HPARN",0,212
"6/25/2020","CYCSP",0,212
"8/13/2020","X20SPOT",1,212
"6/19/2020","ABIPN",0,212
"7/2/2020","MECOP",1,212
"7/17/2020","CTRIF",0,212
"7/2/2020","HVAR",0,212
"8/19/2020","CTRIF",0,212
"8/7/2020","PQUA",0,212
"8/13/2020","CTRIF",0,212
"7/24/2020","C7",0,212
"7/10/2020","C7",0,212
"8/19/2020","HCONV",0,212
"7/2/2020","HPARN",0,212
"7/30/2020","CTRIF",0,212
"8/28/2020","LCW",0,212
"7/24/2020","ABIPN",0,212
"6/19/2020","X20SPOT",0,212
"7/10/2020","LCW",0,212
"6/19/2020","LCW",0,212
"8/13/2020","HGLAC",0,212
"6/25/2020","C7",0,212
"7/24/2020","HVAR",0,212
"9/4/2020","HCONV",0,212
"8/19/2020","CMAC",0,212
"7/10/2020","CTRIF",0,212
"7/17/2020","PQUA",0,212
"8/13/2020","CYCSP",0,212
"6/19/2020","HAXY",0,212
"7/17/2020","MECOP",0,212
"8/13/2020","PQUA",0,212
"7/17/2020","C7",0,212
"7/10/2020","HVAR",0,212
"8/7/2020","H13",0,212
"7/17/2020","LAMPY",0,212
"7/30/2020","ABIPN",0,212
"7/30/2020","CYCSP",0,212
"9/4/2020","CYCSP",0,212
"6/25/2020","HAXY",0,212
"8/13/2020","HPARN",0,212
"7/17/2020","LCW",0,212
"8/7/2020","CYCSP",0,212
"8/19/2020","CSTIG",0,212
"6/13/2020","CMAC",0,212
"8/19/2020","LAMPY",0,212
"8/7/2020","CMAC",0,212
"7/24/2020","H13",0,212
"7/30/2020","X20SPOT",0,212
"8/13/2020","LCW",0,212
"8/19/2020","HPARN",0,212
"7/17/2020","CMAC",0,212
"9/4/2020","X20SPOT",0,212
"7/30/2020","CMAC",0,212
"7/2/2020","CSTIG",0,212
"8/7/2020","CANTHARID",0,212
"6/13/2020","LAMPY",0,212
"6/19/2020","HPARN",0,212
"7/30/2020","MECOP",0,212
"7/24/2020","CMAC",0,212
"7/10/2020","H13",0,212
"7/30/2020","LAMPY",0,212
"6/19/2020","HCONV",0,212
"6/25/2020","HCONV",0,212
"9/4/2020","CANTHARID",0,212
"8/19/2020","LCW",0,212
"7/10/2020","CANTHARID",0,212
"6/13/2020","C7",0,212
"6/19/2020","CTRIF",0,212
"6/13/2020","X20SPOT",0,212
"8/7/2020","ABIPN",0,212
"8/19/2020","HAXY",0,212
"7/10/2020","BURSI",0,212
"7/17/2020","HPARN",0,212
"6/13/2020","LCW",0,212
"8/7/2020","X20SPOT",0,212
"6/19/2020","OTHER",0,212
"8/13/2020","C7",0,212
"8/28/2020","MECOP",0,212
"7/24/2020","PQUA",0,212
"6/19/2020","MECOP",0,212
"9/4/2020","LAMPY",0,212
"6/25/2020","OTHER",0,212
"8/13/2020","HCONV",0,212
"6/13/2020","HVAR",0,212
"7/2/2020","HAXY",0,212
"6/25/2020","MECOP",0,212
"9/4/2020","CSTIG",0,212
"7/10/2020","CSTIG",0,212
"7/2/2020","LAMPY",2,212
"6/13/2020","OTHER",0,212
"7/10/2020","PQUA",0,212
"7/2/2020","PQUA",0,212
"7/17/2020","HVAR",0,212
"7/24/2020","LCW",0,212
"8/13/2020","CMAC",0,212
"8/13/2020","HVAR",0,212
"9/4/2020","LCW",0,212
"7/24/2020","CANTHARID",0,212
"6/19/2020","C7",0,212
"9/4/2020","CTRIF",0,212
"7/2/2020","HCONV",0,212
"7/24/2020","BURSI",0,212
"7/2/2020","C7",0,212
"8/13/2020","OTHER",0,212
"7/17/2020","CYCSP",0,212
"9/4/2020","CMAC",0,212
"8/28/2020","CANTHARID",0,212
"8/7/2020","HPARN",0,212
"7/2/2020","CANTHARID",0,212
"8/13/2020","LAMPY",0,212
"6/25/2020","BURSI",0,212
"6/13/2020","ABIPN",0,212
"7/10/2020","CMAC",0,212
"7/2/2020","CTRIF",0,212
"8/28/2020","OTHER",0,212
"6/19/2020","HVAR",0,212
"8/28/2020","HAXY",0,212
"7/17/2020","X20SPOT",1,212
"7/2/2020","OTHER",0,212
"6/19/2020","HGLAC",0,212
"6/13/2020","CANTHARID",0,212
"7/30/2020","H13",0,212
"7/17/2020","H13",0,212
"9/4/2020","PQUA",0,212
"7/30/2020","CANTHARID",0,212
"7/2/2020","BURSI",0,212
"7/10/2020","LAMPY",0,212
"8/28/2020","PQUA",0,212
"8/7/2020","HGLAC",0,212
"6/13/2020","BURSI",0,212
"8/28/2020","CSTIG",0,212
"6/19/2020","PQUA",0,212
"7/30/2020","HGLAC",0,212
"7/17/2020","HGLAC",0,212
"6/25/2020","ABIPN",0,212
"7/24/2020","CTRIF",0,212
"7/30/2020","BURSI",0,212
"8/28/2020","HCONV",0,212
"9/4/2020","HGLAC",0,212
"7/10/2020","HCONV",0,212
"7/10/2020","X20SPOT",0,212
"8/13/2020","BURSI",0,212
"8/19/2020","X20SPOT",0,212
"8/7/2020","CSTIG",0,212
"6/13/2020","CSTIG",0,212
"7/2/2020","ABIPN",0,212
"7/2/2020","CMAC",0,212
"6/25/2020","LCW",0,212
"7/30/2020","CSTIG",0,212
"8/28/2020","HVAR",0,212
"8/7/2020","HCONV",0,212
"8/19/2020","MECOP",0,212
"9/4/2020","HAXY",0,212
"9/4/2020","OTHER",0,212
"7/17/2020","ABIPN",0,212
"8/19/2020","BURSI",0,212
"8/13/2020","CSTIG",0,212
"7/10/2020","HGLAC",0,212
"8/19/2020","OTHER",0,212
"6/19/2020","BURSI",0,212
"7/10/2020","HAXY",0,212
"7/10/2020","MECOP",0,212
"7/2/2020","HGLAC",0,212
"8/19/2020","CYCSP",0,212
"8/19/2020","ABIPN",0,212
"8/19/2020","HVAR",0,212
"8/28/2020","CMAC",0,212
"6/19/2020","LAMPY",0,212
"8/19/2020","PQUA",0,212
"8/28/2020","HPARN",0,212
"6/13/2020","HGLAC",0,212
"7/2/2020","CYCSP",0,212
"7/24/2020","X20SPOT",0,212
"7/30/2020","OTHER",0,212
"8/28/2020","ABIPN",0,212
"7/10/2020","ABIPN",0,212
"9/4/2020","H13",0,212
"6/19/2020","CANTHARID",0,212
"8/7/2020","MECOP",1,212
"6/13/2020","HPARN",0,212
"7/30/2020","HAXY",0,212
"8/19/2020","H13",0,212
"6/25/2020","CANTHARID",0,212
"7/30/2020","HVAR",0,212
"9/4/2020","MECOP",0,212
"7/24/2020","OTHER",0,212
"7/10/2020","OTHER",0,212
"8/7/2020","LCW",0,212
"8/13/2020","MECOP",1,212
"6/13/2020","HCONV",0,212
"6/13/2020","CTRIF",0,212
"7/17/2020","CSTIG",0,212
"6/19/2020","CMAC",0,212
"7/17/2020","CANTHARID",0,212
"7/30/2020","C7",0,212
"9/4/2020","HPARN",0,212
"8/28/2020","C7",0,212
"7/17/2020","HCONV",0,212
"6/25/2020","HGLAC",0,212
"7/30/2020","HCONV",0,212
"6/25/2020","PQUA",0,212
"7/17/2020","HAXY",0,212
"7/24/2020","MECOP",0,212
"8/28/2020","X20SPOT",0,212
"6/13/2020","CYCSP",0,212
"8/7/2020","CTRIF",0,212
"8/28/2020","BURSI",0,212
"8/28/2020","LAMPY",0,212
"6/25/2020","LAMPY",2,212
"7/30/2020","HPARN",0,212
"8/7/2020","OTHER",0,212
"7/17/2020","BURSI",0,212
"8/19/2020","CANTHARID",0,212
"7/30/2020","LCW",0,212
"8/28/2020","HGLAC",0,212
"6/13/2020","H13",0,212
"8/7/2020","LAMPY",0,212
"7/2/2020","H13",0,212
"6/25/2020","HPARN",0,212
"7/30/2020","PQUA",0,212
"9/4/2020","HVAR",0,212
"7/10/2020","HPARN",0,212
"6/13/2020","HAXY",0,212
"6/25/2020","HVAR",0,212
"8/7/2020","ABIPN",0,213
"6/13/2020","C7",0,213
"8/13/2020","X20SPOT",1,213
"7/24/2020","CMAC",0,213
"7/30/2020","OTHER",0,213
"7/24/2020","CYCSP",0,213
"6/13/2020","HCONV",0,213
"6/13/2020","X20SPOT",0,213
"8/13/2020","H13",0,213
"8/19/2020","H13",0,213
"7/17/2020","HGLAC",0,213
"8/13/2020","HPARN",0,213
"7/24/2020","CANTHARID",0,213
"7/24/2020","CTRIF",0,213
"6/13/2020","MECOP",0,213
"7/2/2020","CANTHARID",0,213
"7/24/2020","HAXY",0,213
"7/17/2020","HVAR",0,213
"8/19/2020","CMAC",0,213
"6/25/2020","X20SPOT",0,213
"8/7/2020","HCONV",0,213
"7/24/2020","CSTIG",0,213
"8/13/2020","LCW",0,213
"9/4/2020","ABIPN",0,213
"7/17/2020","HPARN",0,213
"7/10/2020","H13",0,213
"6/25/2020","MECOP",0,213
"7/17/2020","HCONV",0,213
"8/7/2020","HAXY",0,213
"7/2/2020","OTHER",0,213
"9/4/2020","PQUA",0,213
"7/30/2020","CTRIF",0,213
"6/13/2020","CMAC",0,213
"6/25/2020","HAXY",0,213
"6/13/2020","LAMPY",0,213
"6/25/2020","LAMPY",1,213
"9/4/2020","C7",0,213
"6/19/2020","BURSI",0,213
"9/4/2020","CYCSP",0,213
"8/13/2020","HAXY",0,213
"8/13/2020","MECOP",2,213
"7/10/2020","OTHER",0,213
"6/19/2020","HPARN",0,213
"6/19/2020","C7",0,213
"6/19/2020","ABIPN",0,213
"9/4/2020","H13",0,213
"7/24/2020","HVAR",0,213
"9/4/2020","X20SPOT",0,213
"7/24/2020","BURSI",0,213
"6/19/2020","LCW",0,213
"7/2/2020","LAMPY",0,213
"9/4/2020","HPARN",0,213
"8/19/2020","CANTHARID",0,213
"7/24/2020","OTHER",0,213
"8/28/2020","HPARN",0,213
"9/4/2020","BURSI",0,213
"8/7/2020","C7",0,213
"7/24/2020","MECOP",0,213
"8/28/2020","CANTHARID",0,213
"7/30/2020","C7",0,213
"7/17/2020","BURSI",0,213
"7/10/2020","CMAC",0,213
"9/4/2020","HAXY",0,213
"7/17/2020","OTHER",0,213
"6/13/2020","HGLAC",0,213
"7/30/2020","ABIPN",0,213
"7/24/2020","C7",0,213
"6/13/2020","HAXY",0,213
"8/7/2020","CTRIF",0,213
"8/19/2020","MECOP",2,213
"7/2/2020","HGLAC",0,213
"7/17/2020","CYCSP",0,213
"7/10/2020","CYCSP",0,213
"6/19/2020","LAMPY",0,213
"7/2/2020","HAXY",0,213
"8/28/2020","CSTIG",0,213
"6/13/2020","PQUA",0,213
"8/19/2020","CSTIG",0,213
"8/7/2020","BURSI",0,213
"6/19/2020","CSTIG",0,213
"9/4/2020","HCONV",0,213
"8/19/2020","C7",0,213
"7/2/2020","PQUA",0,213
"8/19/2020","ABIPN",0,213
"7/17/2020","X20SPOT",0,213
"7/2/2020","HPARN",0,213
"8/7/2020","CYCSP",0,213
"8/28/2020","HCONV",0,213
"6/25/2020","ABIPN",0,213
"7/17/2020","LCW",0,213
"8/7/2020","CSTIG",0,213
"8/13/2020","C7",0,213
"7/2/2020","X20SPOT",0,213
"7/17/2020","CTRIF",0,213
"6/19/2020","CTRIF",0,213
"7/2/2020","LCW",0,213
"6/19/2020","CANTHARID",0,213
"8/13/2020","HCONV",0,213
"7/10/2020","CTRIF",0,213
"8/19/2020","HVAR",0,213
"9/4/2020","HGLAC",0,213
"6/13/2020","HVAR",0,213
"6/19/2020","HGLAC",0,213
"8/19/2020","BURSI",0,213
"7/10/2020","HGLAC",0,213
"6/13/2020","OTHER",0,213
"7/24/2020","PQUA",0,213
"7/17/2020","MECOP",0,213
"7/30/2020","H13",0,213
"8/7/2020","CANTHARID",0,213
"9/4/2020","MECOP",1,213
"7/24/2020","HPARN",0,213
"9/4/2020","CSTIG",0,213
"7/24/2020","ABIPN",0,213
"6/13/2020","CYCSP",0,213
"8/13/2020","HGLAC",0,213
"7/2/2020","MECOP",0,213
"6/19/2020","PQUA",0,213
"7/24/2020","H13",0,213
"8/13/2020","OTHER",1,213
"7/30/2020","HGLAC",0,213
"7/10/2020","PQUA",0,213
"6/13/2020","HPARN",0,213
"6/25/2020","PQUA",0,213
"7/10/2020","HPARN",0,213
"7/10/2020","ABIPN",0,213
"6/19/2020","X20SPOT",0,213
"7/30/2020","MECOP",0,213
"6/25/2020","HCONV",0,213
"6/19/2020","H13",0,213
"7/30/2020","CYCSP",0,213
"9/4/2020","LCW",0,213
"9/4/2020","CANTHARID",0,213
"8/7/2020","PQUA",0,213
"7/17/2020","CANTHARID",0,213
"9/4/2020","HVAR",0,213
"6/13/2020","CTRIF",0,213
"6/13/2020","CANTHARID",0,213
"7/30/2020","PQUA",0,213
"8/7/2020","HPARN",0,213
"7/10/2020","MECOP",0,213
"6/19/2020","HVAR",0,213
"7/30/2020","HPARN",0,213
"7/10/2020","HVAR",0,213
"7/10/2020","BURSI",0,213
"8/19/2020","HGLAC",0,213
"8/7/2020","H13",0,213
"6/19/2020","HAXY",0,213
"8/19/2020","OTHER",0,213
"8/13/2020","CANTHARID",0,213
"8/28/2020","HAXY",0,213
"8/28/2020","MECOP",2,213
"8/28/2020","CYCSP",0,213
"6/19/2020","HCONV",0,213
"8/13/2020","HVAR",0,213
"8/13/2020","BURSI",0,213
"7/24/2020","HCONV",0,213
"7/17/2020","PQUA",0,213
"7/10/2020","CSTIG",0,213
"8/7/2020","HGLAC",0,213
"6/13/2020","CSTIG",0,213
"7/24/2020","LCW",0,213
"7/2/2020","CSTIG",0,213
"8/19/2020","HPARN",0,213
"8/13/2020","LAMPY",0,213
"6/25/2020","C7",0,213
"7/10/2020","CANTHARID",0,213
"8/19/2020","HCONV",0,213
"6/25/2020","HPARN",0,213
"7/17/2020","H13",0,213
"8/13/2020","CSTIG",0,213
"7/2/2020","HCONV",0,213
"7/30/2020","LAMPY",0,213
"9/4/2020","CTRIF",0,213
"6/13/2020","H13",0,213
"9/4/2020","CMAC",0,213
"7/30/2020","CSTIG",0,213
"8/28/2020","CMAC",0,213
"7/2/2020","H13",0,213
"7/30/2020","LCW",0,213
"9/4/2020","LAMPY",0,213
"6/19/2020","CMAC",0,213
"6/25/2020","CTRIF",0,213
"7/24/2020","LAMPY",0,213
"8/7/2020","X20SPOT",0,213
"6/25/2020","BURSI",0,213
"6/19/2020","OTHER",0,213
"8/19/2020","HAXY",0,213
"6/25/2020","HGLAC",0,213
"7/2/2020","BURSI",0,213
"7/17/2020","HAXY",0,213
"6/19/2020","MECOP",0,213
"7/30/2020","BURSI",0,213
"8/7/2020","MECOP",2,213
"7/10/2020","HAXY",0,213
"8/19/2020","CYCSP",0,213
"7/24/2020","X20SPOT",0,213
"7/30/2020","CMAC",0,213
"7/10/2020","LAMPY",0,213
"7/30/2020","HVAR",0,213
"8/19/2020","PQUA",0,213
"7/17/2020","C7",0,213
"8/28/2020","C7",0,213
"8/7/2020","OTHER",0,213
"7/10/2020","C7",0,213
"6/25/2020","H13",0,213
"8/28/2020","ABIPN",0,213
"7/30/2020","HAXY",0,213
"8/28/2020","X20SPOT",0,213
"8/19/2020","X20SPOT",0,213
"8/13/2020","CYCSP",0,213
"7/2/2020","ABIPN",0,213
"8/28/2020","H13",0,213
"7/10/2020","X20SPOT",0,213
"8/19/2020","LCW",0,213
"6/13/2020","LCW",0,213
"8/13/2020","ABIPN",0,213
"7/17/2020","CMAC",0,213
"8/28/2020","CTRIF",0,213
"6/25/2020","LCW",0,213
"6/19/2020","CYCSP",0,213
"8/19/2020","LAMPY",0,213
"7/17/2020","LAMPY",0,213
"7/2/2020","CTRIF",0,213
"8/28/2020","BURSI",0,213
"6/25/2020","CMAC",0,213
"8/28/2020","HGLAC",0,213
"7/2/2020","HVAR",0,213
"6/25/2020","OTHER",0,213
"6/25/2020","HVAR",0,213
"8/28/2020","OTHER",0,213
"8/13/2020","CTRIF",0,213
"7/17/2020","CSTIG",0,213
"6/25/2020","CSTIG",0,213
"6/13/2020","ABIPN",0,213
"7/2/2020","C7",0,213
"6/25/2020","CYCSP",0,213
"8/7/2020","HVAR",0,213
"7/17/2020","ABIPN",0,213
"8/28/2020","LCW",0,213
"8/7/2020","CMAC",0,213
"8/28/2020","PQUA",0,213
"8/7/2020","LCW",0,213
"8/19/2020","CTRIF",0,213
"7/30/2020","HCONV",0,213
"8/7/2020","LAMPY",0,213
"7/24/2020","HGLAC",0,213
"7/10/2020","LCW",0,213
"9/4/2020","OTHER",0,213
"8/13/2020","PQUA",0,213
"7/30/2020","CANTHARID",0,213
"8/28/2020","LAMPY",0,213
"8/28/2020","HVAR",0,213
"7/10/2020","HCONV",0,213
"6/13/2020","BURSI",0,213
"7/2/2020","CYCSP",0,213
"7/30/2020","X20SPOT",0,213
"8/13/2020","CMAC",0,213
"6/25/2020","CANTHARID",0,213
"7/2/2020","CMAC",0,213
"6/13/2020","H13",0,214
"8/7/2020","HAXY",0,214
"8/7/2020","X20SPOT",0,214
"7/30/2020","H13",0,214
"7/24/2020","PQUA",0,214
"6/25/2020","C7",0,214
"6/25/2020","HPARN",0,214
"7/24/2020","ABIPN",0,214
"9/4/2020","CTRIF",0,214
"6/25/2020","PQUA",0,214
"7/17/2020","X20SPOT",0,214
"6/25/2020","X20SPOT",0,214
"6/19/2020","ABIPN",0,214
"7/2/2020","CYCSP",0,214
"7/24/2020","HVAR",0,214
"7/17/2020","HPARN",0,214
"8/19/2020","LCW",0,214
"8/7/2020","C7",0,214
"8/28/2020","X20SPOT",0,214
"9/4/2020","BURSI",0,214
"8/19/2020","BURSI",0,214
"7/24/2020","LAMPY",0,214
"8/13/2020","CMAC",0,214
"7/2/2020","BURSI",0,214
"6/25/2020","LCW",0,214
"9/4/2020","MECOP",0,214
"8/28/2020","MECOP",0,214
"6/25/2020","HVAR",0,214
"8/7/2020","CTRIF",0,214
